Studiejaar,Faculteit,Type,Codenationaliteit,Omschrijvingnationaliteit,Geslacht,Leeftijd,Leiden,Hoofdinschrijvingen
2015,Geesteswetenschappen,ba,22,Letse,Man,19,n,1
2015,Geesteswetenschappen,ba,22,Letse,Vrouw,19,j,2
2015,Geesteswetenschappen,ba,22,Letse,Vrouw,27,n,1
2015,Geesteswetenschappen,ba,24,Litouwse,Man,18,j,1
2015,Geesteswetenschappen,ba,24,Litouwse,Man,19,j,2
2015,Geesteswetenschappen,ba,24,Litouwse,Vrouw,20,j,1
2015,Geesteswetenschappen,ba,24,Litouwse,Vrouw,20,n,2
2015,Geesteswetenschappen,ba,24,Litouwse,Vrouw,22,n,1
2015,Geesteswetenschappen,ba,24,Litouwse,Vrouw,23,j,1
2015,Geesteswetenschappen,ba,45,Luxemburgse,Man,24,n,1
2015,Geesteswetenschappen,ba,45,Luxemburgse,Vrouw,22,j,1
2015,Geesteswetenschappen,ba,171,Maleisische,Vrouw,24,n,1
2015,Geesteswetenschappen,ba,171,Maleisische,Vrouw,25,n,1
2015,Geesteswetenschappen,ba,171,Maleisische,Vrouw,42,n,1
2015,Geesteswetenschappen,ba,94,Marokkaanse,Vrouw,18,j,1
2015,Geesteswetenschappen,ba,128,Mexicaanse,Man,30,n,1
2015,Geesteswetenschappen,ba,128,Mexicaanse,Vrouw,18,j,1
2015,Geesteswetenschappen,ba,128,Mexicaanse,Vrouw,26,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,17,j,12
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,17,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,18,j,142
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,18,n,8
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,19,j,105
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,19,n,135
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,20,j,52
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,20,n,248
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,21,j,31
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,21,n,204
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,22,j,22
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,22,n,169
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,23,j,12
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,23,n,114
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,24,j,16
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,24,n,92
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,25,j,12
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,25,n,66
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,26,j,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,26,n,48
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,27,j,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,27,n,38
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,28,j,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,28,n,16
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,29,n,19
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,30,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,30,n,6
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,31,n,8
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,32,n,8
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,33,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,34,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,34,n,5
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,35,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,35,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,36,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,36,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,37,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,38,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,39,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,40,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,40,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,41,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,42,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,43,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,45,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,46,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,47,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,49,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,50,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,51,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,52,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,53,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,55,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,58,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,61,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,62,j,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,62,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,64,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,65,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,66,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,68,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,69,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Man,70,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,16,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,17,j,24
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,18,j,252
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,18,n,34
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,19,j,144
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,19,n,276
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,20,j,70
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,20,n,422
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,21,j,34
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,21,n,367
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,22,j,27
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,22,n,225
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,23,j,23
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,23,n,128
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,24,j,16
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,24,n,94
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,25,j,12
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,25,n,56
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,26,j,7
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,26,n,35
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,27,j,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,27,n,27
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,28,j,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,28,n,22
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,29,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,29,n,17
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,30,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,30,n,13
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,31,j,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,31,n,7
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,32,j,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,32,n,6
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,33,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,33,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,34,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,35,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,35,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,36,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,37,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,38,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,39,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,40,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,41,j,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,42,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,43,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,43,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,44,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,44,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,45,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,46,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,46,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,48,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,49,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,50,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,50,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,51,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,52,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,52,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,53,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,53,n,4
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,54,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,56,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,57,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,58,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,60,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,61,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,61,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,63,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,64,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,65,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,66,n,3
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,67,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,68,n,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,69,n,2
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,70,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,73,j,1
2015,Geesteswetenschappen,ba,3,Nederlandse,Vrouw,74,n,1
2015,Geesteswetenschappen,ba,174,Nepalese,Vrouw,22,n,1
2015,Geesteswetenschappen,ba,48,Noorse,Man,22,n,1
2015,Geesteswetenschappen,ba,48,Noorse,Vrouw,18,j,1
2015,Geesteswetenschappen,ba,48,Noorse,Vrouw,20,n,1
2015,Geesteswetenschappen,ba,48,Noorse,Vrouw,22,n,1
2015,Geesteswetenschappen,ba,2,Onbekend,Man,21,n,1
2015,Geesteswetenschappen,ba,2,Onbekend,Vrouw,30,j,1
2015,Geesteswetenschappen,ba,49,Oostenrijkse,Man,23,n,1
2015,Geesteswetenschappen,ba,49,Oostenrijkse,Man,29,j,1
2015,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,18,j,2
2015,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,20,j,1
2015,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,21,n,3
2015,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,22,n,1
2015,Geesteswetenschappen,ba,49,Oostenrijkse,Vrouw,32,n,1
2015,Geesteswetenschappen,ba,50,Poolse,Man,23,n,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,20,n,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,21,n,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,22,j,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,22,n,2
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,27,j,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,32,n,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,33,n,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,34,n,1
2015,Geesteswetenschappen,ba,50,Poolse,Vrouw,40,n,1
2015,Geesteswetenschappen,ba,51,Portugese,Man,20,j,1
2015,Geesteswetenschappen,ba,51,Portugese,Man,22,n,1
2015,Geesteswetenschappen,ba,51,Portugese,Vrouw,18,j,2
2015,Geesteswetenschappen,ba,51,Portugese,Vrouw,20,n,1
2015,Geesteswetenschappen,ba,51,Portugese,Vrouw,32,j,1
2015,Geesteswetenschappen,ba,52,Roemeense,Man,20,n,1
2015,Geesteswetenschappen,ba,52,Roemeense,Man,24,n,1
2015,Geesteswetenschappen,ba,52,Roemeense,Man,26,n,1
2015,Geesteswetenschappen,ba,52,Roemeense,Vrouw,18,j,2
2015,Geesteswetenschappen,ba,52,Roemeense,Vrouw,19,n,1
2015,Geesteswetenschappen,ba,52,Roemeense,Vrouw,20,n,1
2015,Geesteswetenschappen,ba,52,Roemeense,Vrouw,22,n,1
2015,Geesteswetenschappen,ba,52,Roemeense,Vrouw,25,n,1
2015,Geesteswetenschappen,ba,5,Slowaakse,Man,27,n,1
2015,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,19,j,1
2015,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,21,n,2
2015,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,23,j,1
2015,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,23,n,1
2015,Geesteswetenschappen,ba,5,Slowaakse,Vrouw,34,n,1
2015,Geesteswetenschappen,ba,55,Spaanse,Man,19,j,1
2015,Geesteswetenschappen,ba,55,Spaanse,Man,21,j,1
2015,Geesteswetenschappen,ba,55,Spaanse,Man,22,n,1
2015,Geesteswetenschappen,ba,55,Spaanse,Man,23,n,1
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,18,j,1
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,19,j,1
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,19,n,1
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,20,j,1
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,20,n,3
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,21,j,1
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,21,n,2
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,22,j,1
2015,Geesteswetenschappen,ba,55,Spaanse,Vrouw,22,n,2
2015,Geesteswetenschappen,ba,154,Sri Lankaanse,Man,20,j,1
2015,Geesteswetenschappen,ba,154,Sri Lankaanse,Man,21,j,1
2015,Geesteswetenschappen,ba,143,Surinaamse,Man,26,n,1
2015,Geesteswetenschappen,ba,180,Syrische,Vrouw,24,j,1
2015,Geesteswetenschappen,ba,158,Taiwanese,Vrouw,19,j,1
2015,Geesteswetenschappen,ba,158,Taiwanese,Vrouw,20,j,1
2015,Geesteswetenschappen,ba,158,Taiwanese,Vrouw,21,n,1
2015,Geesteswetenschappen,ba,158,Taiwanese,Vrouw,22,n,1
2015,Geesteswetenschappen,ba,158,Taiwanese,Vrouw,24,j,1
2015,Geesteswetenschappen,ba,181,Thaise,Vrouw,25,j,1
2015,Geesteswetenschappen,ba,6,Tsjechische,Man,21,j,1
2015,Geesteswetenschappen,ba,6,Tsjechische,Man,22,j,1
2015,Geesteswetenschappen,ba,6,Tsjechische,Man,23,n,1
2015,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,19,j,1
2015,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,20,j,2
2015,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,21,j,1
2015,Geesteswetenschappen,ba,6,Tsjechische,Vrouw,21,n,1
2015,Geesteswetenschappen,ba,183,Turkse,Man,19,j,1
2015,Geesteswetenschappen,ba,183,Turkse,Man,21,n,1
2015,Geesteswetenschappen,ba,183,Turkse,Man,22,n,1
2015,Geesteswetenschappen,ba,183,Turkse,Vrouw,18,j,1
2015,Geesteswetenschappen,ba,183,Turkse,Vrouw,20,n,2
2015,Geesteswetenschappen,ba,183,Turkse,Vrouw,21,n,1
2015,Geesteswetenschappen,ba,101,Ugandese,Vrouw,27,j,1
2015,Geesteswetenschappen,ba,186,Vietnamese,Vrouw,22,j,1
2015,Geesteswetenschappen,ba,186,Vietnamese,Vrouw,31,j,1
2015,Geesteswetenschappen,ba,103,Zuid-Afrikaanse,Vrouw,24,j,1
2015,Geesteswetenschappen,ba,185,Zuid-Koreaanse,Vrouw,23,n,1
2015,Geesteswetenschappen,ba,58,Zweedse,Man,19,j,1
2015,Geesteswetenschappen,ba,58,Zweedse,Vrouw,18,j,1
2015,Geesteswetenschappen,ba,58,Zweedse,Vrouw,21,n,1
2015,Geesteswetenschappen,ba,58,Zweedse,Vrouw,22,n,2
2015,Geesteswetenschappen,ba,58,Zweedse,Vrouw,24,j,2
2015,Geesteswetenschappen,ba,59,Zwitserse,Man,20,j,1
2015,Geesteswetenschappen,ba,59,Zwitserse,Man,20,n,1
2015,Geesteswetenschappen,ba,59,Zwitserse,Man,22,n,2
2015,Geesteswetenschappen,ba,59,Zwitserse,Man,23,n,1
2015,Geesteswetenschappen,ba,59,Zwitserse,Vrouw,19,j,1
2015,Geesteswetenschappen,ba,59,Zwitserse,Vrouw,21,n,2
2015,Geesteswetenschappen,ba,59,Zwitserse,Vrouw,22,n,1
2015,Geesteswetenschappen,ba,59,Zwitserse,Vrouw,23,n,1
2015,Geesteswetenschappen,ma,28,Albanese,Vrouw,21,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,22,j,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,23,j,2
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,23,n,2
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,26,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Man,33,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,22,j,2
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,22,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,23,j,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,23,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,24,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,26,j,2
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,27,j,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,27,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,48,n,1
2015,Geesteswetenschappen,ma,132,Amerikaans Burger,Vrouw,59,j,1
2015,Geesteswetenschappen,ma,30,Belgische,Man,22,j,1
2015,Geesteswetenschappen,ma,30,Belgische,Man,22,n,1
2015,Geesteswetenschappen,ma,30,Belgische,Man,23,n,1
2015,Geesteswetenschappen,ma,30,Belgische,Man,24,j,1
2015,Geesteswetenschappen,ma,30,Belgische,Man,62,n,1
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,20,j,1
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,21,n,2
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,24,j,1
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,24,n,1
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,25,n,2
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,27,n,1
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,29,n,1
2015,Geesteswetenschappen,ma,30,Belgische,Vrouw,40,n,1
2015,Geesteswetenschappen,ma,136,Braziliaanse,Man,26,j,1
2015,Geesteswetenschappen,ma,136,Braziliaanse,Man,28,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,22,j,2
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,23,j,6
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,24,j,3
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,24,n,6
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,25,j,2
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,25,n,3
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,26,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,27,n,3
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,28,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,30,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,38,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Man,47,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,21,j,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,21,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,22,j,2
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,23,j,2
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,23,n,3
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,24,j,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,24,n,3
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,25,n,2
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,26,j,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,27,j,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,28,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,33,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,36,n,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,46,j,1
2015,Geesteswetenschappen,ma,38,Brits Burger,Vrouw,54,n,1
2015,Geesteswetenschappen,ma,31,Bulgaarse,Man,25,n,1
2015,Geesteswetenschappen,ma,31,Bulgaarse,Vrouw,23,n,1
2015,Geesteswetenschappen,ma,31,Bulgaarse,Vrouw,25,n,1
2015,Geesteswetenschappen,ma,31,Bulgaarse,Vrouw,27,n,1
2015,Geesteswetenschappen,ma,31,Bulgaarse,Vrouw,30,n,1
2015,Geesteswetenschappen,ma,187,Bengalese,Vrouw,26,n,1
2015,Geesteswetenschappen,ma,16,Belarussische,Vrouw,26,j,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,21,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,22,j,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,23,j,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,23,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,25,j,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,26,j,2
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,27,n,2
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,31,j,2
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,32,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,35,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,37,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Man,44,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,22,j,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,23,j,4
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,23,n,2
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,24,j,2
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,25,j,2
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,26,j,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,26,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,27,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,28,n,4
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,42,n,1
2015,Geesteswetenschappen,ma,33,Burger van de Bondsrepubliek Duitsland,Vrouw,74,n,1
2015,Geesteswetenschappen,ma,8,Georgische,Vrouw,24,j,1
2015,Geesteswetenschappen,ma,159,Indiase,Man,22,n,1
2015,Geesteswetenschappen,ma,159,Indiase,Vrouw,24,n,1
2015,Geesteswetenschappen,ma,159,Indiase,Vrouw,25,n,1
2015,Geesteswetenschappen,ma,159,Indiase,Vrouw,28,j,1
2015,Geesteswetenschappen,ma,159,Indiase,Vrouw,31,n,1
2015,Geesteswetenschappen,ma,96,Mauritiaanse,Man,33,n,1
2015,Geesteswetenschappen,ma,100,Nigeriaanse,Man,30,n,1
2015,Geesteswetenschappen,ma,19,Russische,Vrouw,22,n,1
2015,Geesteswetenschappen,ma,19,Russische,Vrouw,29,n,1
2015,Geesteswetenschappen,ma,137,Chileense,Vrouw,26,n,1
2015,Geesteswetenschappen,ma,137,Chileense,Vrouw,27,n,1
2015,Geesteswetenschappen,ma,137,Chileense,Vrouw,28,j,1
2015,Geesteswetenschappen,ma,137,Chileense,Vrouw,28,n,1
2015,Geesteswetenschappen,ma,155,Chinese,Man,21,j,1
2015,Geesteswetenschappen,ma,155,Chinese,Man,23,j,2
2015,Geesteswetenschappen,ma,155,Chinese,Man,23,n,1
2015,Geesteswetenschappen,ma,155,Chinese,Man,26,n,1
2015,Geesteswetenschappen,ma,155,Chinese,Man,32,n,1
2015,Geesteswetenschappen,ma,155,Chinese,Man,37,n,1
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,22,j,4
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,23,j,1
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,23,n,2
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,24,j,1
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,24,n,3
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,25,j,2
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,27,j,1
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,27,n,1
2015,Geesteswetenschappen,ma,155,Chinese,Vrouw,29,n,1
